ondo,komando_no_nagasa,tsukawareta_kaisuu,gosa,yesNo
33.34,982,24,3.77,0
6.52,745,75,4.51,0
12.98,666,47,1.47,0
-5.5,154,88,2.26,0
22.55,767,58,4.36,0
39.65,725,99,4.36,0
39.8,582,54,3.97,0
14.34,184,64,3.32,0
-10.01,828,99,3.21,0
-17.21,443,74,1.62,0
-9.87,524,23,3.42,0
-1.87,749,44,4.31,0
39.22,936,89,8.26,1
28.26,636,18,1.15,0
32.91,723,50,2.37,0
29.26,136,61,0.43,0
30.73,238,88,2.8,0
21.89,73,63,4.72,0
-17.43,198,63,3.47,0
19.42,390,63,2.72,0
19.51,563,85,0.98,0
5.67,170,5,2.1,0
8.89,985,22,3.16,0
-19.74,783,66,2.3,0
24.52,723,16,3.47,0
5.28,937,8,2.05,0
36.35,903,99,7.12,1
-12.12,311,94,1.67,0
-18.16,462,82,1.81,0
24.15,350,68,4.16,0
29.15,650,94,2.91,0
36.08,982,81,5.31,1
16.74,413,88,3.03,0
39.65,947,79,5.46,1
11.97,587,45,3.96,0
-9.21,133,51,0.1,0
21.91,976,61,0.61,0
-10.8,505,9,1.62,0
38.04,908,81,9.79,1
2.04,504,29,3.85,0
19.91,415,56,1.96,0
25.65,550,6,1.74,0
-0.54,30,17,3.04,0
-2.05,960,85,2.96,0
38.38,978,82,5.4,1
24.48,137,35,2.45,0
-11.98,842,73,4.65,0
39.89,990,99,9.89,1
28.56,196,27,1.2,0
3.5,21,32,1.99,0
24.6,166,50,0.28,0
-7.18,183,6,3.65,0
16.57,833,49,3.1,0
26.18,116,72,1.06,0
36.77,927,79,7.22,1
35.51,994,91,1.21,0
35.58,955,85,6.37,1
-2.19,505,81,4.29,0
0.06,907,39,1.61,0
-17.13,325,94,2.47,0
-3.04,251,1,2.98,0
37.09,250,91,4.16,0
-16.62,107,87,3.64,0
37.93,523,30,4.79,0
38.22,924,92,7.45,1
39.6,978,92,5.07,1
28.6,198,73,0.58,0
-17.84,760,51,1.81,0
5.95,13,49,0.88,0
18.47,343,55,2.79,0
-1.27,219,12,4.05,0
17.04,94,49,3.87,0
18.91,736,80,1.24,0
-5.26,132,51,0.38,0
13.21,81,92,4.69,0
33.8,420,4,4.69,0
-2.08,221,64,4.0,0
37.64,938,94,6.18,1
14.84,218,70,4.54,0
29.84,860,49,0.43,0
17.81,289,5,0.9,0
26.01,147,15,3.85,0
11.58,37,50,0.52,0
35.54,1000,94,5.63,1
16.42,842,25,2.27,0
-5.98,649,74,3.77,0
-9.44,90,84,2.48,0
30.49,645,94,0.25,0
10.46,301,38,2.45,0
-2.42,107,18,3.35,0
36.89,237,35,2.47,0
35.23,899,44,0.42,0
14.09,207,3,3.41,0
28.73,759,36,4.9,0
19.5,667,63,0.5,0
37.68,239,14,3.1,0
-6.82,311,7,2.93,0
13.83,47,70,0.39,0
-1.36,528,14,2.96,0
34.02,208,16,0.34,0
39.71,906,80,8.94,1
17.19,678,44,2.86,0
39.25,985,80,8.88,1
3.83,929,62,1.5,0
37.92,930,75,7.88,1
26.0,278,31,2.68,0
-1.94,643,63,4.38,0
15.13,330,38,2.22,0
22.18,602,91,2.79,0
37.33,957,81,6.49,1
-4.44,418,90,2.58,0
-16.34,828,23,4.51,0
38.8,128,100,2.31,0
-11.92,798,65,2.89,0
22.52,482,17,0.71,0
-4.0,657,60,1.75,0
34.5,921,73,0.86,0
-13.43,63,83,4.67,0
24.48,493,77,1.13,0
-0.96,508,52,1.16,0
21.58,617,80,3.87,0
24.52,890,68,0.1,0
35.9,917,89,9.18,1
-6.75,434,75,1.89,0
9.77,75,86,2.69,0
23.0,908,73,4.18,0
9.38,715,41,3.85,0
15.13,720,10,0.36,0
11.55,833,92,1.98,0
35.21,785,73,3.47,0
11.59,48,74,4.16,0
-16.07,695,17,2.64,0
-18.61,568,89,4.65,0
11.29,790,24,0.83,0
12.26,692,97,1.78,0
18.87,894,83,3.53,0
33.19,524,13,0.41,0
-2.38,238,59,2.24,0
39.18,988,89,7.58,1
-3.18,351,88,3.87,0
11.71,311,96,2.78,0
2.49,550,75,3.4,0
-13.83,267,37,2.92,0
11.83,126,0,2.43,0
8.17,80,97,1.37,0
-12.23,884,1,2.08,0
5.32,229,53,2.89,0
36.97,943,80,8.42,1
1.78,367,38,2.1,0
-18.82,807,95,2.22,0
10.67,96,23,3.35,0
38.28,166,98,0.54,0
23.7,644,38,1.79,0
9.82,349,62,2.28,0
-16.9,577,42,0.11,0
3.68,927,52,4.24,0
-5.5,875,68,1.23,0
22.28,550,24,1.97,0
29.31,410,9,0.05,0
26.26,431,55,3.33,0
28.55,132,55,1.48,0
10.97,675,78,1.27,0
28.43,327,83,3.19,0
35.23,355,22,1.13,0
14.9,302,70,1.87,0
2.09,846,63,3.09,0
37.57,330,5,2.21,0
-7.6,881,68,3.26,0
-3.11,187,16,0.96,0
18.98,192,9,1.97,0
17.45,885,25,3.03,0
38.16,572,67,0.62,0
-13.22,703,57,3.66,0
16.89,746,34,0.24,0
22.54,369,45,1.76,0
-14.43,91,2,4.66,0
21.36,919,80,1.4,0
22.7,537,86,3.71,0
17.5,252,71,4.73,0
29.21,908,76,0.06,0
-3.47,861,39,0.55,0
21.63,219,57,4.76,0
37.04,166,39,4.17,0
29.86,46,20,4.11,0
39.5,958,97,6.57,1
13.07,610,61,3.51,0
10.6,74,35,1.97,0
18.83,281,3,2.11,0
-14.64,288,94,1.72,0
-16.85,716,92,1.62,0
-5.25,568,23,2.59,0
1.04,153,23,4.08,0
16.5,478,85,4.55,0
2.18,538,32,4.4,0
35.81,11,87,2.89,0
-18.01,814,73,4.0,0
34.56,289,6,0.95,0
26.24,263,53,4.33,0
21.6,726,85,4.66,0
39.87,960,96,6.85,1
0.23,294,31,4.33,0
8.59,847,71,3.34,0
30.21,826,3,1.1,0
33.22,253,28,2.86,0
-16.06,716,98,2.57,0
-5.35,640,36,0.55,0
-2.1,388,48,0.75,0
35.5,862,31,2.75,0
-5.53,90,48,0.32,0
4.63,735,89,3.17,0
38.82,938,88,0.26,0
39.61,129,70,0.38,0
1.62,404,2,3.89,0
-12.92,618,12,4.06,0
29.75,820,6,0.53,0
-7.23,527,54,3.75,0
24.39,331,18,1.57,0
18.31,376,33,1.42,0
-9.02,401,47,1.81,0
39.68,178,50,0.65,0
16.62,600,76,3.7,0
26.97,903,63,4.76,0
-1.56,825,71,4.22,0
-15.45,92,94,0.64,0
2.11,294,69,0.46,0
17.35,708,33,0.74,0
4.37,824,45,2.67,0
28.31,279,68,2.19,0
2.82,942,40,1.03,0
39.81,934,75,5.63,1
8.53,502,58,3.68,0
-14.11,647,59,3.84,0
21.45,493,55,0.1,0
-5.24,138,81,1.73,0
-19.2,957,9,4.45,0
20.88,921,32,0.56,0
4.89,486,3,4.61,0
-14.94,658,16,3.38,0
3.42,274,92,4.14,0
1.01,382,49,3.79,0
-2.39,339,17,1.56,0
-14.61,576,23,2.01,0
-17.84,522,88,3.52,0
21.1,496,11,2.73,0
-13.17,343,16,2.6,0
33.4,938,52,4.58,0
-10.61,161,48,2.87,0
17.97,34,92,0.47,0
5.94,615,93,1.27,0
-16.03,598,78,0.58,0
36.13,982,94,5.82,1
30.78,444,58,0.43,0
31.61,532,97,2.27,0
36.37,298,52,4.73,0
-13.11,719,33,2.75,0
0.62,278,9,1.24,0
-1.83,81,20,1.72,0
38.79,987,100,6.31,1
16.37,674,40,3.33,0
-6.32,321,50,1.53,0
39.04,997,88,8.13,1
17.81,828,30,2.97,0
5.19,380,100,1.83,0
27.33,877,51,1.62,0
17.8,198,66,3.89,0
23.57,304,38,1.52,0
39.08,996,89,9.44,1
29.09,354,6,1.61,0
35.98,984,85,9.89,1
36.29,605,78,0.93,0
39.16,798,22,4.96,0
20.26,673,60,1.22,0
37.14,65,80,1.29,0
-9.49,382,52,4.09,0
26.68,85,19,3.53,0
8.75,28,27,3.4,0
-17.95,95,71,1.27,0
10.56,713,37,1.45,0
-10.34,876,9,0.82,0
-4.67,965,17,3.05,0
28.71,78,65,0.33,0
-2.25,878,34,4.17,0
-13.31,615,34,4.84,0
16.4,74,92,4.48,0
-6.32,44,30,2.68,0
22.09,332,32,2.47,0
14.84,356,24,0.31,0
36.49,629,54,0.58,0
7.86,698,48,0.98,0
-14.5,725,59,2.86,0
-5.92,650,65,1.93,0
15.82,47,99,4.84,0
-18.4,108,13,1.84,0
37.73,711,32,2.34,0
38.14,963,90,6.77,1
36.39,981,79,6.03,1
35.79,926,89,8.93,1
35.82,901,76,7.07,1
-19.11,624,95,3.3,0
37.39,960,100,9.77,1
17.65,738,71,0.79,0
14.14,271,91,4.48,0
-17.37,40,64,0.11,0
4.88,181,31,0.65,0
22.83,201,83,0.93,0
-3.44,434,16,1.56,0
-8.14,20,15,2.75,0
-19.89,226,9,4.89,0
-2.85,963,92,4.22,0
25.65,869,53,4.65,0
16.46,404,46,4.77,0
23.06,366,66,0.45,0
10.32,165,83,2.25,0
-10.53,102,71,2.12,0
39.2,963,79,5.81,1
39.5,991,81,8.33,1
-5.98,523,60,3.12,0
-16.5,659,78,2.58,0
39.11,812,100,0.93,0
21.39,155,21,3.45,0
14.1,843,30,2.4,0
3.47,980,19,1.79,0
35.34,248,100,3.6,0
21.24,770,100,0.91,0
0.13,789,48,2.25,0
-14.61,701,11,2.65,0
35.21,926,88,5.58,1
1.35,393,98,4.16,0
4.03,548,91,3.59,0
4.35,861,84,2.26,0
-14.67,957,10,1.0,0
39.93,944,96,9.72,1
-19.08,402,11,4.37,0
-0.04,148,18,3.56,0
-4.72,243,49,2.51,0
28.74,972,29,1.21,0
0.29,102,97,3.8,0
38.47,954,83,7.88,1
-18.51,111,16,2.81,0
15.13,758,24,2.49,0
8.35,385,76,1.91,0
0.84,258,20,1.56,0
4.13,819,19,1.84,0
21.72,522,8,1.41,0
14.37,916,16,3.66,0
-6.8,171,8,1.62,0
16.07,817,23,4.09,0
2.7,418,78,0.64,0
27.91,383,46,4.7,0
39.38,921,88,5.07,1
37.31,946,69,0.53,0
32.27,668,94,0.84,0
26.78,193,64,2.51,0
37.64,968,85,5.18,1
35.61,920,81,7.42,1
-7.89,126,61,3.42,0
-14.17,958,53,1.64,0
39.48,965,93,5.86,1
15.46,464,59,2.01,0
37.13,946,76,7.69,1
-0.86,271,84,2.54,0
18.98,654,87,4.16,0
2.87,950,54,1.33,0
5.57,621,52,1.49,0
-4.02,399,35,3.66,0
-3.11,358,92,2.65,0
20.31,197,93,4.37,0
-7.94,294,81,0.24,0
37.25,628,6,2.77,0
-0.99,537,92,3.66,0
8.13,402,64,4.38,0
-10.36,182,15,3.12,0
5.06,604,64,4.77,0
-7.55,476,11,2.83,0
35.63,913,87,9.63,1
38.61,680,44,0.16,0
-11.98,30,45,3.83,0
4.51,759,77,1.67,0
-14.47,64,13,2.34,0
-18.49,735,31,2.47,0
18.45,340,75,2.12,0
39.81,965,82,5.1,1
2.04,525,85,1.98,0
-5.01,645,81,4.31,0
23.91,911,84,2.33,0
10.25,199,1,2.51,0
17.77,450,30,0.49,0
39.33,978,100,9.09,1
7.32,766,34,3.77,0
-5.98,701,62,0.29,0
39.93,989,84,6.65,1
17.56,347,14,4.13,0
31.94,212,32,1.47,0
-16.29,902,56,3.66,0
-12.77,879,5,2.62,0
39.25,983,87,7.56,1
33.26,871,33,4.53,0
24.72,128,13,4.35,0
14.8,64,90,4.16,0
35.33,689,44,4.0,0
13.84,524,96,2.53,0
21.11,329,64,4.16,0
33.12,498,83,4.58,0
10.03,954,38,0.2,0
-8.06,293,90,4.97,0
21.38,439,84,0.26,0
30.16,145,84,2.1,0
26.84,461,28,4.74,0
38.13,402,68,3.04,0
36.36,884,3,1.1,0
9.0,984,14,4.89,0
36.0,958,98,5.09,1
1.66,424,48,3.23,0
-17.92,190,13,4.32,0
-7.75,411,21,1.6,0
7.94,69,69,4.59,0
7.94,727,16,3.52,0
0.33,408,23,0.04,0
0.18,543,41,0.02,0
20.88,262,45,2.38,0
-5.13,177,23,1.13,0
28.28,750,80,4.13,0
20.41,646,32,1.19,0
-17.37,525,66,3.19,0
-14.98,260,75,3.65,0
-10.39,656,57,1.3,0
37.03,973,76,7.76,1
33.72,145,27,2.82,0
16.41,923,61,0.12,0
12.55,18,49,4.64,0
32.83,664,2,4.32,0
27.88,945,78,1.38,0
-13.38,730,60,2.37,0
15.72,119,21,3.25,0
-15.67,967,28,3.51,0
-12.16,664,31,3.46,0
20.98,646,56,4.85,0
12.28,839,26,2.49,0
35.83,992,46,2.65,0
21.91,366,85,3.76,0
34.54,911,54,2.99,0
39.5,953,89,9.81,1
9.08,178,89,0.73,0
-6.7,43,47,4.83,0
11.33,718,0,4.98,0
-19.08,660,61,0.23,0
-15.05,671,83,0.71,0
-18.49,848,66,4.0,0
14.11,876,74,2.92,0
23.56,752,98,4.54,0
39.32,624,32,4.73,0
-4.97,183,59,3.86,0
21.78,289,73,0.65,0
19.73,100,19,2.59,0
-3.97,408,32,2.5,0
-10.86,329,40,4.82,0
7.35,952,93,2.03,0
2.89,653,38,2.43,0
16.48,139,95,4.47,0
-14.51,811,27,4.88,0
18.95,514,45,0.74,0
-17.73,226,61,3.21,0
30.04,462,84,1.75,0
35.4,984,95,8.08,1
34.72,141,19,3.09,0
-4.38,822,78,2.3,0
-8.4,650,52,4.4,0
-2.86,963,47,4.48,0
37.73,949,99,8.04,1
-8.17,13,7,1.19,0
38.23,586,2,3.0,0
-10.71,265,61,2.39,0
15.33,607,71,2.91,0
7.14,302,35,3.47,0
-10.06,731,27,0.9,0
19.55,54,57,2.19,0
35.27,123,82,1.44,0
-6.81,977,13,3.73,0
5.08,746,86,1.26,0
11.33,493,51,4.02,0
6.52,164,46,0.46,0
38.15,779,50,1.23,0
-16.08,264,30,3.88,0
7.99,520,73,0.53,0
17.34,887,43,0.2,0
13.18,683,87,2.85,0
-10.11,865,62,2.79,0
-10.38,568,79,1.59,0
21.69,27,30,1.58,0
18.89,432,90,4.98,0
16.07,410,58,1.65,0
26.21,811,65,4.62,0
-14.29,205,84,1.89,0
22.22,828,65,4.46,0
24.01,321,9,3.5,0
12.08,330,66,4.61,0
38.19,456,98,3.57,0
37.69,947,94,7.71,1
-12.77,351,76,3.15,0
28.18,180,52,0.9,0
-1.2,394,10,4.4,0
2.99,752,11,1.7,0
-12.18,13,64,1.52,0
-19.93,747,36,1.8,0
-10.62,323,29,2.35,0
12.41,117,81,1.43,0
12.55,153,74,2.59,0
-14.35,615,58,0.69,0
26.7,585,26,4.43,0
34.18,947,94,3.73,0
36.15,869,66,0.23,0
-16.32,834,89,4.88,0
-11.03,854,50,2.4,0
-17.46,745,52,4.72,0
2.47,323,89,4.56,0
35.08,921,98,8.84,1
2.95,85,95,1.26,0
-0.48,912,2,2.49,0
25.23,471,82,1.49,0
-1.68,836,18,4.3,0
4.98,852,18,1.33,0
-13.68,455,5,0.93,0
36.76,483,91,4.01,0
39.78,984,96,7.04,1
39.52,993,90,8.24,1
-5.38,914,48,3.8,0
37.24,545,4,4.8,0
38.27,258,97,1.02,0
0.73,35,19,0.05,0
9.22,221,21,3.05,0
23.42,91,2,3.84,0
15.43,661,92,2.04,0
16.92,346,25,0.68,0
-16.27,320,30,3.15,0
16.91,551,80,2.45,0
7.32,390,97,0.08,0
5.96,848,65,0.19,0
21.95,192,52,0.79,0
7.65,494,50,0.28,0
9.72,235,35,2.82,0
32.06,444,76,3.75,0
-10.12,302,60,0.32,0
-16.07,916,32,3.82,0
36.49,945,93,6.32,1
3.69,920,68,1.84,0
38.63,520,20,0.12,0
-14.7,144,51,1.04,0
8.72,286,32,4.74,0
39.37,773,84,1.92,0
19.21,968,93,4.47,0
35.4,910,96,5.16,1
8.43,853,44,2.56,0
29.24,13,63,3.2,0
-4.12,472,47,4.63,0
-15.44,286,55,3.67,0
5.53,762,43,0.54,0
-19.61,607,69,1.06,0
13.33,872,36,0.22,0
-6.31,760,23,4.91,0
-12.61,415,55,4.65,0
-1.8,541,57,0.37,0
-6.05,134,66,1.97,0
21.05,797,89,0.94,0
-9.76,239,67,2.22,0
12.1,898,63,0.12,0
36.67,920,77,6.67,1
-12.0,389,6,2.26,0
39.58,938,94,8.77,1
24.72,888,81,4.87,0
-3.4,559,41,4.46,0
25.38,185,53,2.62,0
36.32,464,78,0.14,0
-13.12,680,31,4.12,0
9.55,949,66,4.66,0
35.67,333,57,1.91,0
-16.38,887,15,1.66,0
18.91,720,37,4.19,0
39.44,904,94,7.07,1
2.69,774,52,0.98,0
-12.1,826,86,3.53,0
-2.92,819,0,4.57,0
37.12,969,80,6.77,1
-19.59,436,24,4.79,0
18.33,731,87,1.26,0
-10.31,550,37,0.82,0
28.18,900,100,4.36,0
-4.15,706,5,0.17,0
12.27,330,15,4.98,0
31.43,974,83,2.7,0
8.97,976,46,3.6,0
-11.33,536,33,1.9,0
3.15,246,76,2.39,0
36.12,957,81,8.18,1
4.77,534,92,0.09,0
-13.5,455,82,2.32,0
38.4,942,84,5.31,1
34.1,804,85,4.07,0
3.51,426,68,4.79,0
2.72,198,19,4.08,0
20.12,18,13,1.46,0
7.23,576,79,1.46,0
35.86,990,90,5.07,1
31.23,133,11,1.09,0
13.79,873,70,3.18,0
16.73,981,71,3.08,0
29.81,489,22,2.33,0
14.59,250,67,2.3,0
-6.79,476,83,3.96,0
37.52,973,93,5.35,1
39.42,910,86,7.2,1
32.67,598,20,3.33,0
12.44,90,98,2.98,0
36.27,155,99,1.27,0
6.01,108,74,4.14,0
5.52,678,84,3.78,0
19.48,545,52,2.05,0
10.3,386,62,2.49,0
26.07,115,6,1.41,0
-14.22,429,84,4.32,0
38.88,966,66,4.4,0
-14.42,719,98,4.64,0
-11.96,659,3,2.45,0
19.33,881,96,1.67,0
34.77,988,89,4.58,0
-4.57,408,69,0.01,0
28.04,924,81,1.03,0
27.25,967,91,0.36,0
20.03,129,57,0.07,0
17.17,508,44,3.07,0
-13.31,692,21,3.55,0
-5.67,75,96,1.22,0
8.99,316,37,4.0,0
39.27,934,80,8.71,1
5.68,494,5,4.67,0
25.67,703,89,3.88,0
21.97,214,2,2.0,0
34.4,621,9,4.71,0
32.31,20,91,0.17,0
-19.34,741,39,2.91,0
18.31,806,20,1.28,0
-10.78,776,40,3.27,0
-19.52,378,26,3.94,0
18.89,697,71,3.25,0
4.2,623,95,2.19,0
11.32,450,51,0.98,0
39.62,928,78,8.41,1
37.87,327,73,3.75,0
-6.99,310,14,2.7,0
-13.7,814,94,0.55,0
35.3,961,81,8.36,1
-11.68,282,69,3.8,0
4.67,370,40,2.55,0
16.27,319,54,4.38,0
6.16,673,99,4.05,0
-15.21,784,4,3.86,0
-9.79,328,80,3.06,0
37.84,902,82,5.66,1
-19.7,849,28,1.97,0
32.23,865,30,3.57,0
-16.45,676,13,0.14,0
1.01,259,19,4.13,0
8.99,202,68,4.48,0
16.07,798,65,3.2,0
-0.74,116,44,1.03,0
6.86,749,6,4.32,0
32.09,511,93,4.78,0
10.32,672,98,1.99,0
0.56,736,84,1.28,0
7.42,759,22,3.0,0
17.46,540,83,3.01,0
37.91,952,87,7.44,1
31.55,529,14,1.74,0
10.78,378,17,0.78,0
-0.03,100,18,2.09,0
1.32,160,76,4.16,0
-16.12,164,46,0.22,0
33.41,394,25,3.85,0
35.72,978,78,9.4,1
-19.73,406,1,2.68,0
22.69,642,49,0.04,0
-10.68,98,38,4.85,0
4.95,550,32,2.85,0
-18.46,102,73,3.45,0
-5.32,151,55,0.99,0
39.52,904,90,6.86,1
7.98,481,19,3.89,0
20.08,544,72,0.03,0
36.77,799,60,1.51,0
31.48,446,52,4.22,0
30.43,893,57,1.38,0
35.39,920,89,9.78,1
-18.63,805,23,4.88,0
-5.03,180,80,2.71,0
11.1,254,13,0.02,0
24.46,691,68,4.23,0
19.06,355,80,3.53,0
-8.31,898,31,2.16,0
38.67,939,96,7.99,1
12.86,87,28,2.35,0
37.63,979,93,9.37,1
-14.8,239,97,0.61,0
27.11,241,90,1.85,0
-15.05,729,9,1.21,0
4.01,537,34,4.49,0
36.87,934,81,5.5,1
19.44,476,100,2.02,0
4.73,119,12,1.06,0
12.78,914,32,2.67,0
35.11,947,89,8.98,1
8.36,936,70,4.22,0
8.04,743,29,2.94,0
39.33,966,95,6.94,1
2.84,639,14,4.33,0
-8.65,443,49,1.31,0
-19.86,493,23,4.69,0
25.17,175,15,2.82,0
7.19,695,24,0.82,0
-10.05,914,82,0.16,0
-8.27,792,39,4.19,0
-8.33,719,77,2.61,0
4.42,346,73,3.52,0
5.68,786,90,2.54,0
12.19,595,18,2.91,0
39.68,912,78,5.32,1
3.92,368,19,0.89,0
-18.19,560,85,0.69,0
12.53,677,31,1.08,0
16.79,18,58,2.62,0
15.3,473,94,4.45,0
-6.3,960,50,2.3,0
23.8,760,84,0.23,0
-16.39,697,41,0.42,0
-0.41,170,47,1.72,0
36.1,900,80,6.92,1
0.04,48,70,3.34,0
25.8,735,65,1.04,0
38.78,945,92,9.85,1
-11.72,33,4,4.91,0
-16.11,374,95,3.33,0
34.47,182,88,1.71,0
11.13,782,93,0.44,0
-3.97,633,47,2.13,0
-8.74,84,60,2.17,0
36.8,908,76,6.68,1
-5.23,658,45,1.42,0
22.46,184,94,2.29,0
-14.31,403,44,4.63,0
37.92,846,85,1.54,0
12.94,385,61,3.91,0
16.79,425,79,1.82,0
20.28,515,29,4.98,0
-3.65,185,51,0.93,0
-19.97,16,34,2.1,0
11.61,299,77,4.59,0
-13.67,815,98,3.38,0
-7.7,973,1,2.54,0
-4.56,640,50,4.66,0
-2.24,910,56,1.78,0
-10.65,855,21,1.48,0
36.99,996,79,6.23,1
-19.3,620,84,4.87,0
-6.7,541,28,1.79,0
-16.14,520,90,3.95,0
-19.66,758,4,3.33,0
-15.57,126,53,1.03,0
36.9,422,42,0.4,0
35.19,157,15,1.31,0
9.09,768,17,2.02,0
-7.68,669,78,0.37,0
-7.01,955,31,0.91,0
12.84,319,59,2.97,0
38.76,910,92,9.61,1
-3.93,755,13,1.54,0
15.75,410,74,3.13,0
-7.66,278,34,2.21,0
20.95,797,51,4.37,0
15.82,827,85,3.41,0
-8.09,25,64,4.6,0
-18.18,53,51,4.34,0
27.12,890,6,1.35,0
37.48,499,48,2.37,0
-15.89,912,27,2.02,0
11.6,301,25,3.47,0
20.31,153,71,2.14,0
-2.32,276,51,4.29,0
28.83,876,33,3.34,0
5.59,920,19,3.18,0
21.43,729,41,1.39,0
-19.75,13,84,3.38,0
9.81,650,55,1.67,0
-9.61,952,61,4.01,0
30.29,625,27,1.42,0
37.35,887,66,1.26,0
18.92,542,38,3.13,0
33.41,323,100,0.08,0
0.5,68,92,1.38,0
-5.5,263,100,1.81,0
17.56,837,66,3.18,0
-14.3,97,34,3.56,0
11.63,75,0,2.78,0
1.67,945,40,2.24,0
27.91,57,3,3.75,0
1.97,202,35,4.95,0
-5.38,358,98,0.66,0
18.19,920,3,2.43,0
34.93,683,32,2.91,0
-5.64,589,61,2.92,0
18.57,762,77,0.78,0
23.46,796,27,3.55,0
-7.82,855,25,0.99,0
-6.22,913,87,1.73,0
31.79,391,80,0.95,0
31.58,327,88,2.67,0
-10.46,981,32,3.95,0
-3.2,608,37,1.51,0
38.48,943,82,6.64,1
-5.78,209,65,3.89,0
29.2,979,84,4.6,0
39.76,607,18,1.42,0
8.93,132,98,3.98,0
9.06,167,78,3.46,0
39.49,763,73,3.98,0
36.59,913,91,7.95,1
23.77,552,22,4.83,0
10.77,743,60,0.98,0
18.79,620,45,3.28,0
20.6,694,35,2.48,0
4.43,884,8,2.12,0
6.31,393,44,1.92,0
35.94,433,92,1.83,0
2.21,226,71,0.65,0
-11.46,886,15,2.26,0
-8.14,203,92,0.88,0
14.69,896,22,4.84,0
28.08,145,51,3.5,0
-17.11,583,69,1.5,0
-13.53,601,91,2.96,0
28.68,915,9,2.11,0
8.94,723,90,3.04,0
21.45,745,52,0.44,0
24.49,432,46,3.12,0
15.31,837,73,3.37,0
14.5,361,87,2.21,0
24.3,565,14,0.36,0
2.48,20,39,4.68,0
-11.7,683,64,0.11,0
34.1,524,50,3.1,0
-16.2,460,16,3.58,0
24.69,842,71,2.72,0
36.63,634,72,1.25,0
36.86,988,86,9.3,1
26.75,708,20,1.17,0
35.77,952,77,9.36,1
-2.25,206,59,3.64,0
36.35,437,18,1.98,0
21.61,414,3,3.71,0
10.08,418,53,3.81,0
24.16,656,1,4.26,0
-9.07,412,60,1.86,0
12.65,250,48,2.55,0
31.5,97,46,1.86,0
15.24,985,50,4.08,0
-14.0,335,99,4.58,0
31.41,797,42,2.04,0
12.9,501,86,0.57,0
26.85,594,32,4.84,0
-9.36,559,16,1.22,0
5.36,765,97,1.61,0
2.24,732,32,0.34,0
26.12,602,86,0.98,0
16.0,545,53,4.63,0
7.96,770,15,2.65,0
1.57,66,70,1.73,0
-17.47,602,44,1.17,0
11.7,309,18,1.44,0
22.09,672,18,2.22,0
10.8,109,92,2.99,0
18.91,908,50,0.43,0
25.55,318,11,1.01,0
-1.25,954,21,2.85,0
36.7,919,93,8.61,1
29.88,583,84,4.05,0
38.87,981,85,5.6,1
13.85,813,49,0.55,0
38.23,927,78,5.42,1
-14.01,290,88,4.84,0
4.19,106,62,2.13,0
-8.77,862,25,3.25,0
2.38,90,85,3.55,0
36.8,941,80,6.96,1
-13.2,370,73,3.0,0
34.45,342,89,1.11,0
39.43,940,100,7.0,1
16.43,337,80,3.98,0
21.17,52,20,3.02,0
-0.38,915,18,1.86,0
-13.84,867,75,2.61,0
7.79,224,78,2.45,0
34.45,443,80,4.29,0
39.9,158,28,2.56,0
35.71,981,75,5.02,1
7.61,89,13,4.97,0
-6.11,778,39,2.04,0
18.62,782,29,2.27,0
37.26,978,98,5.94,1
-11.08,228,7,4.34,0
37.05,625,16,1.04,0
39.66,986,95,7.38,1
-12.88,101,3,4.13,0
-2.14,571,22,3.12,0
8.16,107,13,4.74,0
-12.7,64,55,2.58,0
-5.68,569,21,4.38,0
-1.98,386,34,1.65,0
-17.47,305,26,4.56,0
8.14,326,98,1.06,0
-11.44,515,66,1.25,0
29.43,664,58,4.34,0
18.9,395,51,3.0,0
2.68,525,72,0.57,0
24.16,952,54,3.54,0
25.37,776,7,1.02,0
-12.32,225,8,2.54,0
18.93,204,94,3.93,1
8.98,33,2,4.52,0
35.38,950,76,5.11,1
-11.27,694,2,4.18,0
12.62,331,38,4.01,0
38.84,904,94,9.53,1
24.28,10,33,3.5,0
6.63,941,63,4.17,0
33.22,137,17,0.02,0
-17.06,298,51,1.05,0
-14.89,323,6,0.11,0
28.43,199,75,3.63,0
39.47,173,92,2.2,0
27.57,767,99,2.81,0
0.73,13,35,3.85,0
39.55,914,93,6.46,1
16.75,842,17,3.16,0
3.46,289,68,0.84,0
37.16,996,76,7.0,1
21.64,214,7,2.12,0
-0.75,99,4,3.06,0
-15.53,599,11,2.26,0
-18.77,78,36,3.68,0
-1.06,882,19,0.68,0
-10.49,446,59,2.18,0
8.61,886,93,2.36,0
20.29,748,20,2.17,0
21.61,273,43,1.36,0
-1.58,343,26,4.49,0
27.97,99,42,2.76,0
16.47,869,81,2.02,0
-17.72,695,8,3.52,0
-0.75,828,34,1.86,0
22.34,798,28,3.15,0
21.78,328,55,0.46,0
35.97,914,92,5.71,1
-0.97,808,29,3.08,0
16.28,579,19,0.32,0
1.31,844,26,2.72,0
18.36,136,46,2.52,0
35.31,427,59,4.22,0
4.16,358,41,0.35,0
19.17,541,67,0.14,0
13.13,642,18,3.32,0
-19.78,61,73,1.92,0
-3.82,431,72,2.57,0
33.93,976,61,0.93,0
33.65,515,65,2.11,0
-7.65,498,4,3.12,0
17.52,267,82,0.52,0
38.72,904,82,6.67,1
-3.14,483,51,1.34,0
